Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
147,Statistics,Quincy White,quincy.white@student.org,Prof. Rita
145,Physics,Frank Gray,frank.gray@university.edu,Prof. Dana
110,Political Science,Mona Cyan,mona.cyan@student.org,Prof. Jack
174,Art,Quincy Violet,quincy.violet@university.edu,Prof. Mona
304,Philosophy,Nick Johnson,nick.johnson@student.org,Prof. Frank
579,Architecture,Paul Cyan,paul.cyan@university.edu,Prof. Mona
498,History,Grace Teal,grace.teal@email.com,Prof. Rita
365,Sociology,Paul Brown,paul.brown@email.com,Prof. Rita
595,Geography,Nick Brown,nick.brown@university.edu,Prof. Kelly
329,Political Science,Dana Teal,dana.teal@email.com,Prof. Liam
223,Biology,Paul Blue,paul.blue@student.org,Prof. Alice
246,Economics,Ivy Gray,ivy.gray@email.com,Prof. Grace
178,Engineering,Liam Orange,liam.orange@email.com,Prof. Olivia
171,Music,Grace Brown,grace.brown@email.com,Prof. Charlie
242,Computer Science,Bob Azure,bob.azure@email.com,Prof. Charlie
263,Engineering,Alice Purple,alice.purple@university.edu,Prof. Nick
582,Computer Science,Jack White,jack.white@university.edu,Prof. Charlie
309,Music,Jack Johnson,jack.johnson@student.org,Prof. Jack
316,History,Quincy Red,quincy.red@student.org,Prof. Ivy
202,Computer Science,Ivy White,ivy.white@student.org,Prof. Paul
251,English,Sam Green,sam.green@university.edu,Prof. Sam
564,Art,Rita Teal,rita.teal@student.org,Prof. Frank
151,English,Alice Purple,alice.purple@student.org,Prof. Eve
471,Computer Science,Charlie Magenta,charlie.magenta@university.edu,Prof. Grace
574,Computer Science,Rita Green,rita.green@university.edu,Prof. Charlie
512,Philosophy,Dana Johnson,dana.johnson@university.edu,Prof. Hank
463,Statistics,Sam Yellow,sam.yellow@email.com,Prof. Frank
520,Economics,Dana Davis,dana.davis@email.com,Prof. Dana
525,Economics,Charlie Azure,charlie.azure@university.edu,Prof. Paul
167,Mathematics,Ivy Magenta,ivy.magenta@university.edu,Prof. Alice
232,Physics,Bob Purple,bob.purple@student.org,Prof. Sam
224,Chemistry,Rita Johnson,rita.johnson@student.org,Prof. Kelly
162,Computer Science,Mona Blue,mona.blue@email.com,Prof. Olivia
337,Anthropology,Rita Purple,rita.purple@email.com,Prof. Kelly
351,Statistics,Grace Pink,grace.pink@email.com,Prof. Kelly
575,Engineering,Grace Beige,grace.beige@email.com,Prof. Eve
376,Economics,Nick Yellow,nick.yellow@student.org,Prof. Rita
407,History,Mona Black,mona.black@university.edu,Prof. Alice
442,Geography,Liam Orange,liam.orange@university.edu,Prof. Tina
304,Anthropology,Kelly Brown,kelly.brown@student.org,Prof. Hank
288,Physics,Paul Davis,paul.davis@email.com,Prof. Grace
169,Physics,Quincy Red,quincy.red@student.org,Prof. Liam
552,Chemistry,Ivy Davis,ivy.davis@university.edu,Prof. Ivy
364,Anthropology,Eve White,eve.white@university.edu,Prof. Eve
224,History,Tina Cyan,tina.cyan@email.com,Prof. Nick
479,Engineering,Eve Orange,eve.orange@university.edu,Prof. Rita
591,Sociology,Kelly Black,kelly.black@university.edu,Prof. Kelly
177,Economics,Eve Davis,eve.davis@university.edu,Prof. Charlie
440,Philosophy,Mona Black,mona.black@email.com,Prof. Dana
541,Biology,Quincy Teal,quincy.teal@student.org,Prof. Frank
589,Statistics,Alice Red,alice.red@email.com,Prof. Tina
458,Psychology,Tina Azure,tina.azure@university.edu,Prof. Tina
323,Anthropology,Jack Gray,jack.gray@university.edu,Prof. Quincy
358,Engineering,Sam Indigo,sam.indigo@email.com,Prof. Rita
300,Chemistry,Jack Johnson,jack.johnson@student.org,Prof. Dana
366,Chemistry,Hank Teal,hank.teal@university.edu,Prof. Nick
278,Engineering,Ivy Magenta,ivy.magenta@email.com,Prof. Liam
373,Political Science,Nick Red,nick.red@student.org,Prof. Tina
215,Political Science,Quincy Teal,quincy.teal@email.com,Prof. Alice
531,Statistics,Olivia Yellow,olivia.yellow@email.com,Prof. Grace
487,Chemistry,Liam Gray,liam.gray@email.com,Prof. Olivia
160,Psychology,Paul Red,paul.red@university.edu,Prof. Nick
167,Mathematics,Jack Pink,jack.pink@student.org,Prof. Charlie
422,Architecture,Rita Violet,rita.violet@university.edu,Prof. Ivy
305,Architecture,Rita Red,rita.red@email.com,Prof. Dana
282,Sociology,Eve Johnson,eve.johnson@university.edu,Prof. Quincy
337,Statistics,Dana Indigo,dana.indigo@student.org,Prof. Tina
485,Political Science,Eve Gray,eve.gray@student.org,Prof. Dana
213,History,Eve Cyan,eve.cyan@email.com,Prof. Quincy
240,Art,Bob Blue,bob.blue@email.com,Prof. Hank
444,Biology,Hank Yellow,hank.yellow@university.edu,Prof. Eve
398,Computer Science,Dana Violet,dana.violet@email.com,Prof. Dana
194,Economics,Kelly Green,kelly.green@student.org,Prof. Quincy
266,Philosophy,Charlie Davis,charlie.davis@student.org,Prof. Charlie
346,Music,Paul Teal,paul.teal@email.com,Prof. Olivia
197,Computer Science,Sam Purple,sam.purple@email.com,Prof. Eve
230,Music,Ivy White,ivy.white@email.com,Prof. Nick
329,Physics,Hank Black,hank.black@university.edu,Prof. Rita
115,Computer Science,Grace Brown,grace.brown@student.org,Prof. Frank
431,Anthropology,Liam Yellow,liam.yellow@university.edu,Prof. Dana
407,Economics,Ivy Pink,ivy.pink@student.org,Prof. Olivia
493,Environmental Science,Rita Pink,rita.pink@student.org,Prof. Alice
538,Biology,Bob Pink,bob.pink@email.com,Prof. Bob
396,Computer Science,Tina Davis,tina.davis@student.org,Prof. Rita
270,Statistics,Olivia Magenta,olivia.magenta@email.com,Prof. Frank
441,Political Science,Sam Purple,sam.purple@email.com,Prof. Olivia
543,Environmental Science,Sam Orange,sam.orange@student.org,Prof. Bob
421,Philosophy,Hank Purple,hank.purple@email.com,Prof. Nick
504,Economics,Frank Magenta,frank.magenta@university.edu,Prof. Hank
246,English,Charlie Violet,charlie.violet@student.org,Prof. Quincy
288,Economics,Jack White,jack.white@student.org,Prof. Grace
167,Music,Bob Azure,bob.azure@university.edu,Prof. Paul
134,Sociology,Mona Gray,mona.gray@student.org,Prof. Sam
128,English,Frank Indigo,frank.indigo@email.com,Prof. Mona
478,Chemistry,Bob Davis,bob.davis@university.edu,Prof. Ivy
546,Economics,Tina Orange,tina.orange@email.com,Prof. Tina
265,Mathematics,Eve Davis,eve.davis@university.edu,Prof. Eve
223,English,Mona Blue,mona.blue@email.com,Prof. Eve
104,Sociology,Olivia Davis,olivia.davis@student.org,Prof. Liam
510,Environmental Science,Grace Green,grace.green@email.com,Prof. Quincy
591,Psychology,Mona White,mona.white@email.com,Prof. Liam
406,Music,Rita Black,rita.black@student.org,Prof. Alice
236,History,Bob Violet,bob.violet@student.org,Prof. Olivia
537,Geography,Liam Cyan,liam.cyan@university.edu,Prof. Ivy
211,Geography,Dana Black,dana.black@university.edu,Prof. Hank
338,Music,Hank Green,hank.green@university.edu,Prof. Nick
465,History,Olivia Davis,olivia.davis@university.edu,Prof. Jack
361,Political Science,Alice Davis,alice.davis@email.com,Prof. Quincy
453,Physics,Nick Beige,nick.beige@university.edu,Prof. Hank
257,Physics,Eve Orange,eve.orange@university.edu,Prof. Sam
185,Physics,Frank Red,frank.red@email.com,Prof. Hank
309,Physics,Alice Violet,alice.violet@email.com,Prof. Sam
430,Economics,Liam Indigo,liam.indigo@email.com,Prof. Jack
424,Architecture,Kelly Pink,kelly.pink@email.com,Prof. Eve
243,Biology,Rita Cyan,rita.cyan@student.org,Prof. Quincy
168,Sociology,Jack Teal,jack.teal@email.com,Prof. Hank
490,Psychology,Nick Green,nick.green@university.edu,Prof. Sam
539,Architecture,Grace Brown,grace.brown@email.com,Prof. Frank
549,Music,Bob Davis,bob.davis@email.com,Prof. Hank
448,Political Science,Quincy Yellow,quincy.yellow@student.org,Prof. Quincy
567,Mathematics,Sam Yellow,sam.yellow@university.edu,Prof. Eve
498,Biology,Jack Orange,jack.orange@email.com,Prof. Quincy
162,Sociology,Charlie Gray,charlie.gray@email.com,Prof. Tina
482,Art,Alice White,alice.white@email.com,Prof. Quincy
136,History,Nick Blue,nick.blue@student.org,Prof. Alice
518,Architecture,Jack Beige,jack.beige@email.com,Prof. Frank
576,Chemistry,Nick Purple,nick.purple@email.com,Prof. Jack
537,Statistics,Hank Orange,hank.orange@email.com,Prof. Dana
590,Music,Alice Magenta,alice.magenta@university.edu,Prof. Jack
213,Statistics,Hank Beige,hank.beige@student.org,Prof. Liam
279,Economics,Eve Davis,eve.davis@university.edu,Prof. Nick
389,Physics,Charlie Black,charlie.black@university.edu,Prof. Nick
298,Statistics,Hank Johnson,hank.johnson@email.com,Prof. Nick
474,Architecture,Mona Beige,mona.beige@email.com,Prof. Rita
491,History,Bob Beige,bob.beige@student.org,Prof. Hank
202,Engineering,Ivy Violet,ivy.violet@email.com,Prof. Charlie
497,Chemistry,Hank Pink,hank.pink@email.com,Prof. Frank
337,Philosophy,Sam Cyan,sam.cyan@student.org,Prof. Nick
198,Psychology,Paul White,paul.white@email.com,Prof. Paul
574,Engineering,Quincy Pink,quincy.pink@student.org,Prof. Eve
292,Psychology,Hank Green,hank.green@university.edu,Prof. Bob
360,History,Grace Indigo,grace.indigo@student.org,Prof. Quincy
414,Chemistry,Hank Beige,hank.beige@student.org,Prof. Mona
570,Engineering,Olivia Gray,olivia.gray@university.edu,Prof. Bob
272,Art,Rita Blue,rita.blue@university.edu,Prof. Nick
431,Art,Nick Brown,nick.brown@email.com,Prof. Mona
260,Mathematics,Eve Magenta,eve.magenta@student.org,Prof. Frank
206,Mathematics,Eve Teal,eve.teal@university.edu,Prof. Quincy
240,Statistics,Tina Violet,tina.violet@university.edu,Prof. Sam
308,Statistics,Hank Gray,hank.gray@email.com,Prof. Liam
405,Political Science,Mona Beige,mona.beige@university.edu,Prof. Sam
449,Engineering,Kelly Beige,kelly.beige@university.edu,Prof. Jack
512,Sociology,Quincy Indigo,quincy.indigo@university.edu,Prof. Kelly
534,Engineering,Sam Gray,sam.gray@university.edu,Prof. Tina
384,English,Sam Black,sam.black@university.edu,Prof. Ivy
564,Sociology,Eve Green,eve.green@email.com,Prof. Paul
152,Engineering,Paul Green,paul.green@university.edu,Prof. Kelly
495,Chemistry,Alice Azure,alice.azure@university.edu,Prof. Mona
121,Biology,Tina Beige,tina.beige@student.org,Prof. Rita
374,Biology,Jack Indigo,jack.indigo@email.com,Prof. Dana
299,Architecture,Eve White,eve.white@email.com,Prof. Jack
242,Geography,Eve Violet,eve.violet@student.org,Prof. Bob
155,Engineering,Olivia Magenta,olivia.magenta@university.edu,Prof. Ivy
286,Architecture,Grace Violet,grace.violet@student.org,Prof. Tina
486,Environmental Science,Tina Teal,tina.teal@student.org,Prof. Charlie
216,Sociology,Hank Green,hank.green@student.org,Prof. Liam
190,History,Hank Orange,hank.orange@student.org,Prof. Liam
468,Statistics,Frank Cyan,frank.cyan@student.org,Prof. Jack
341,Sociology,Hank Orange,hank.orange@email.com,Prof. Paul
310,Chemistry,Quincy Brown,quincy.brown@email.com,Prof. Hank
469,Art,Jack White,jack.white@email.com,Prof. Kelly
181,History,Frank Green,frank.green@university.edu,Prof. Kelly
171,Music,Liam Cyan,liam.cyan@student.org,Prof. Dana
313,Statistics,Paul Brown,paul.brown@university.edu,Prof. Jack
281,Political Science,Sam Yellow,sam.yellow@email.com,Prof. Quincy
279,Computer Science,Grace Teal,grace.teal@email.com,Prof. Rita
361,Economics,Liam Orange,liam.orange@university.edu,Prof. Ivy
110,Biology,Paul Brown,paul.brown@student.org,Prof. Olivia
186,Engineering,Hank Gray,hank.gray@student.org,Prof. Liam
563,Psychology,Jack Red,jack.red@university.edu,Prof. Eve
327,Philosophy,Sam White,sam.white@email.com,Prof. Kelly
173,Art,Charlie Yellow,charlie.yellow@university.edu,Prof. Charlie
348,Computer Science,Bob Magenta,bob.magenta@student.org,Prof. Sam
387,Engineering,Frank Blue,frank.blue@email.com,Prof. Tina
547,History,Quincy Magenta,quincy.magenta@university.edu,Prof. Ivy
173,History,Mona Purple,mona.purple@university.edu,Prof. Hank
204,Anthropology,Sam Black,sam.black@email.com,Prof. Alice
290,Psychology,Tina Pink,tina.pink@student.org,Prof. Ivy
588,Philosophy,Alice Orange,alice.orange@university.edu,Prof. Rita
187,Philosophy,Tina Magenta,tina.magenta@email.com,Prof. Ivy
451,Anthropology,Hank Pink,hank.pink@email.com,Prof. Tina
105,Computer Science,Paul Red,paul.red@email.com,Prof. Mona
146,English,Quincy Azure,quincy.azure@student.org,Prof. Olivia
480,Philosophy,Mona Davis,mona.davis@student.org,Prof. Dana
585,Mathematics,Eve Red,eve.red@university.edu,Prof. Tina
110,Music,Rita Yellow,rita.yellow@student.org,Prof. Olivia
309,Art,Charlie Cyan,charlie.cyan@email.com,Prof. Charlie
153,English,Nick Beige,nick.beige@university.edu,Prof. Grace
563,Physics,Mona Brown,mona.brown@email.com,Prof. Rita
347,Environmental Science,Jack Brown,jack.brown@student.org,Prof. Dana
543,Political Science,Frank Yellow,frank.yellow@student.org,Prof. Bob
479,Economics,Liam Purple,liam.purple@student.org,Prof. Dana
318,Philosophy,Sam Pink,sam.pink@university.edu,Prof. Jack
338,Architecture,Kelly Gray,kelly.gray@student.org,Prof. Rita
109,Chemistry,Ivy White,ivy.white@university.edu,Prof. Jack
421,Art,Alice Teal,alice.teal@student.org,Prof. Bob
255,Computer Science,Alice Teal,alice.teal@email.com,Prof. Sam
226,Psychology,Olivia Black,olivia.black@student.org,Prof. Paul
403,Art,Rita Orange,rita.orange@email.com,Prof. Tina
435,Art,Liam Green,liam.green@email.com,Prof. Mona
408,Architecture,Kelly Green,kelly.green@university.edu,Prof. Hank
458,Geography,Jack Teal,jack.teal@email.com,Prof. Charlie
224,English,Dana Violet,dana.violet@student.org,Prof. Bob
122,History,Frank Cyan,frank.cyan@email.com,Prof. Bob
370,Music,Dana Teal,dana.teal@email.com,Prof. Quincy
474,Music,Nick Cyan,nick.cyan@email.com,Prof. Jack
272,Philosophy,Nick Brown,nick.brown@email.com,Prof. Hank
250,Physics,Liam Purple,liam.purple@university.edu,Prof. Dana
250,Psychology,Sam Teal,sam.teal@student.org,Prof. Mona
592,Philosophy,Tina Gray,tina.gray@university.edu,Prof. Frank
435,Biology,Hank Magenta,hank.magenta@university.edu,Prof. Dana
505,Sociology,Ivy Red,ivy.red@email.com,Prof. Eve
560,Architecture,Ivy Beige,ivy.beige@student.org,Prof. Mona
106,Art,Mona Gray,mona.gray@university.edu,Prof. Paul
384,Philosophy,Hank Indigo,hank.indigo@student.org,Prof. Hank
344,History,Bob White,bob.white@student.org,Prof. Sam
362,Biology,Tina Violet,tina.violet@university.edu,Prof. Kelly
215,Architecture,Mona Azure,mona.azure@email.com,Prof. Hank
174,Geography,Charlie Teal,charlie.teal@university.edu,Prof. Paul
400,Economics,Eve Violet,eve.violet@student.org,Prof. Kelly
482,Chemistry,Olivia Pink,olivia.pink@university.edu,Prof. Liam
343,Economics,Mona Brown,mona.brown@student.org,Prof. Dana
385,Music,Tina Beige,tina.beige@student.org,Prof. Paul
448,Statistics,Jack Blue,jack.blue@student.org,Prof. Grace
423,Biology,Tina Davis,tina.davis@email.com,Prof. Jack
532,Sociology,Bob Teal,bob.teal@email.com,Prof. Ivy
179,Computer Science,Paul Pink,paul.pink@email.com,Prof. Rita
427,Music,Grace Magenta,grace.magenta@university.edu,Prof. Rita
536,Statistics,Alice Pink,alice.pink@email.com,Prof. Sam
170,Engineering,Quincy Green,quincy.green@university.edu,Prof. Olivia
576,Biology,Liam Orange,liam.orange@student.org,Prof. Rita
342,English,Alice Teal,alice.teal@email.com,Prof. Mona
155,Music,Nick Red,nick.red@email.com,Prof. Frank
401,Economics,Eve Magenta,eve.magenta@university.edu,Prof. Frank
484,Political Science,Eve Davis,eve.davis@university.edu,Prof. Ivy
582,Art,Sam Orange,sam.orange@student.org,Prof. Alice
107,Psychology,Tina Davis,tina.davis@university.edu,Prof. Rita
222,Architecture,Hank Violet,hank.violet@university.edu,Prof. Bob
578,Physics,Charlie White,charlie.white@email.com,Prof. Hank
565,History,Eve Blue,eve.blue@student.org,Prof. Nick
336,English,Bob Azure,bob.azure@student.org,Prof. Alice
517,Physics,Charlie Magenta,charlie.magenta@student.org,Prof. Rita
121,Statistics,Hank Teal,hank.teal@student.org,Prof. Quincy
135,Mathematics,Mona Purple,mona.purple@university.edu,Prof. Sam
313,Psychology,Mona Blue,mona.blue@email.com,Prof. Olivia
110,English,Liam Violet,liam.violet@university.edu,Prof. Tina
471,English,Paul Brown,paul.brown@email.com,Prof. Charlie
413,Sociology,Liam Pink,liam.pink@student.org,Prof. Tina
549,Chemistry,Bob Magenta,bob.magenta@student.org,Prof. Olivia
578,Economics,Quincy White,quincy.white@university.edu,Prof. Quincy
187,English,Grace Beige,grace.beige@university.edu,Prof. Liam
164,Architecture,Liam Violet,liam.violet@university.edu,Prof. Alice
257,Economics,Nick Brown,nick.brown@university.edu,Prof. Bob
563,Chemistry,Charlie Pink,charlie.pink@student.org,Prof. Sam
145,Political Science,Kelly Azure,kelly.azure@email.com,Prof. Hank
242,Economics,Mona Cyan,mona.cyan@email.com,Prof. Paul
584,English,Alice Black,alice.black@university.edu,Prof. Ivy
280,Biology,Tina Purple,tina.purple@email.com,Prof. Hank
181,Philosophy,Olivia Beige,olivia.beige@university.edu,Prof. Tina
470,Engineering,Bob White,bob.white@student.org,Prof. Tina
555,Economics,Liam Azure,liam.azure@university.edu,Prof. Alice
361,Political Science,Eve Johnson,eve.johnson@student.org,Prof. Liam
358,Political Science,Hank Black,hank.black@university.edu,Prof. Liam
221,Physics,Mona Brown,mona.brown@university.edu,Prof. Paul
398,Music,Grace Violet,grace.violet@student.org,Prof. Ivy
501,Music,Jack Gray,jack.gray@email.com,Prof. Mona
252,Mathematics,Paul Black,paul.black@email.com,Prof. Liam
337,Art,Kelly Johnson,kelly.johnson@student.org,Prof. Charlie
288,English,Jack Magenta,jack.magenta@student.org,Prof. Sam
364,Engineering,Charlie Yellow,charlie.yellow@student.org,Prof. Tina
157,History,Nick Pink,nick.pink@email.com,Prof. Tina
473,English,Olivia Indigo,olivia.indigo@student.org,Prof. Alice
497,Chemistry,Ivy Pink,ivy.pink@university.edu,Prof. Quincy
176,Sociology,Kelly Green,kelly.green@email.com,Prof. Dana
375,Anthropology,Dana Yellow,dana.yellow@university.edu,Prof. Tina
366,Political Science,Mona Johnson,mona.johnson@email.com,Prof. Hank
249,Political Science,Kelly White,kelly.white@email.com,Prof. Paul
579,Engineering,Liam White,liam.white@email.com,Prof. Eve
257,Political Science,Charlie Green,charlie.green@email.com,Prof. Paul
526,Anthropology,Frank Violet,frank.violet@student.org,Prof. Dana
586,Psychology,Kelly Yellow,kelly.yellow@university.edu,Prof. Grace
469,Music,Olivia Violet,olivia.violet@student.org,Prof. Jack
349,Physics,Ivy Beige,ivy.beige@email.com,Prof. Rita
399,Computer Science,Grace Black,grace.black@university.edu,Prof. Hank
301,English,Sam Johnson,sam.johnson@email.com,Prof. Dana
212,Art,Ivy Yellow,ivy.yellow@email.com,Prof. Alice
522,Environmental Science,Quincy Violet,quincy.violet@university.edu,Prof. Rita
122,Biology,Hank Beige,hank.beige@email.com,Prof. Kelly
159,Chemistry,Paul Brown,paul.brown@university.edu,Prof. Alice
195,Environmental Science,Ivy Pink,ivy.pink@student.org,Prof. Sam
467,Sociology,Sam Blue,sam.blue@email.com,Prof. Eve
466,Statistics,Alice Indigo,alice.indigo@student.org,Prof. Kelly
256,Economics,Mona Johnson,mona.johnson@student.org,Prof. Frank
503,Environmental Science,Frank Pink,frank.pink@student.org,Prof. Rita
388,Philosophy,Rita Brown,rita.brown@university.edu,Prof. Hank
426,Physics,Jack Green,jack.green@email.com,Prof. Kelly
532,Biology,Nick Magenta,nick.magenta@email.com,Prof. Dana
107,Computer Science,Hank Pink,hank.pink@university.edu,Prof. Paul
577,Architecture,Grace Yellow,grace.yellow@university.edu,Prof. Liam
423,Music,Frank Cyan,frank.cyan@student.org,Prof. Mona
222,Biology,Nick Johnson,nick.johnson@student.org,Prof. Mona
499,Statistics,Bob Johnson,bob.johnson@university.edu,Prof. Quincy
575,Environmental Science,Kelly Blue,kelly.blue@university.edu,Prof. Sam
237,Geography,Bob Beige,bob.beige@student.org,Prof. Nick
158,Computer Science,Rita Red,rita.red@email.com,Prof. Jack
156,Music,Liam White,liam.white@email.com,Prof. Quincy
444,Philosophy,Olivia Johnson,olivia.johnson@student.org,Prof. Grace
263,Psychology,Nick Azure,nick.azure@email.com,Prof. Jack
149,Sociology,Kelly Yellow,kelly.yellow@email.com,Prof. Grace
167,Music,Hank Beige,hank.beige@university.edu,Prof. Nick
229,Art,Frank Johnson,frank.johnson@email.com,Prof. Charlie
379,Psychology,Frank Beige,frank.beige@university.edu,Prof. Tina
132,Biology,Charlie Black,charlie.black@email.com,Prof. Dana
497,Statistics,Dana Beige,dana.beige@email.com,Prof. Jack
434,Economics,Kelly Red,kelly.red@university.edu,Prof. Quincy
287,Philosophy,Rita Brown,rita.brown@university.edu,Prof. Hank
185,Statistics,Hank Green,hank.green@email.com,Prof. Nick
508,Economics,Bob Red,bob.red@student.org,Prof. Hank
381,Sociology,Quincy Black,quincy.black@email.com,Prof. Olivia
174,Philosophy,Jack Gray,jack.gray@student.org,Prof. Eve
598,Biology,Paul Orange,paul.orange@student.org,Prof. Eve
286,Mathematics,Grace Black,grace.black@email.com,Prof. Grace
277,Mathematics,Charlie Magenta,charlie.magenta@university.edu,Prof. Bob
313,Architecture,Ivy Beige,ivy.beige@email.com,Prof. Dana
390,English,Grace Violet,grace.violet@email.com,Prof. Mona
129,Computer Science,Grace Red,grace.red@email.com,Prof. Bob
512,History,Nick Green,nick.green@student.org,Prof. Bob
404,Mathematics,Mona Cyan,mona.cyan@university.edu,Prof. Frank
134,Political Science,Bob Magenta,bob.magenta@email.com,Prof. Charlie
201,Architecture,Bob White,bob.white@university.edu,Prof. Nick
186,History,Frank Cyan,frank.cyan@student.org,Prof. Quincy
381,Geography,Rita Gray,rita.gray@university.edu,Prof. Kelly
321,Geography,Paul Brown,paul.brown@student.org,Prof. Quincy
453,Geography,Grace Indigo,grace.indigo@email.com,Prof. Jack
169,Computer Science,Frank Blue,frank.blue@email.com,Prof. Liam
467,Philosophy,Tina Indigo,tina.indigo@email.com,Prof. Mona
272,Architecture,Paul Cyan,paul.cyan@university.edu,Prof. Liam
450,Psychology,Alice Pink,alice.pink@email.com,Prof. Quincy
149,Music,Liam Orange,liam.orange@email.com,Prof. Mona
117,Anthropology,Rita White,rita.white@email.com,Prof. Hank
222,Philosophy,Paul Violet,paul.violet@student.org,Prof. Mona
513,Architecture,Bob White,bob.white@university.edu,Prof. Jack
533,Computer Science,Ivy Johnson,ivy.johnson@university.edu,Prof. Paul
407,Geography,Alice Pink,alice.pink@university.edu,Prof. Jack
576,Psychology,Charlie Black,charlie.black@university.edu,Prof. Olivia
237,English,Nick Magenta,nick.magenta@university.edu,Prof. Nick
578,Chemistry,Olivia Pink,olivia.pink@university.edu,Prof. Grace
596,Statistics,Kelly Blue,kelly.blue@student.org,Prof. Paul
382,Economics,Bob Blue,bob.blue@student.org,Prof. Liam
585,Anthropology,Mona Purple,mona.purple@student.org,Prof. Kelly
554,Architecture,Grace Yellow,grace.yellow@student.org,Prof. Alice
350,Art,Eve White,eve.white@email.com,Prof. Bob
139,Engineering,Ivy Green,ivy.green@email.com,Prof. Mona
344,Economics,Ivy Gray,ivy.gray@university.edu,Prof. Charlie
540,Political Science,Olivia Green,olivia.green@student.org,Prof. Eve
203,Art,Frank Azure,frank.azure@student.org,Prof. Grace
135,Architecture,Ivy Green,ivy.green@student.org,Prof. Jack
490,Economics,Bob Violet,bob.violet@student.org,Prof. Hank
153,Computer Science,Jack Blue,jack.blue@student.org,Prof. Sam
367,History,Charlie Red,charlie.red@email.com,Prof. Rita
357,Sociology,Alice Magenta,alice.magenta@student.org,Prof. Charlie
290,Physics,Alice Green,alice.green@university.edu,Prof. Bob
341,Chemistry,Mona Violet,mona.violet@student.org,Prof. Bob
441,Architecture,Paul Red,paul.red@email.com,Prof. Eve
591,English,Grace Gray,grace.gray@student.org,Prof. Kelly
555,Psychology,Quincy Blue,quincy.blue@email.com,Prof. Bob
431,Biology,Alice Green,alice.green@university.edu,Prof. Mona
588,Political Science,Kelly Beige,kelly.beige@university.edu,Prof. Charlie
494,English,Bob Brown,bob.brown@university.edu,Prof. Frank
377,Economics,Ivy Pink,ivy.pink@email.com,Prof. Frank
140,Geography,Olivia Beige,olivia.beige@university.edu,Prof. Quincy
281,Statistics,Mona Pink,mona.pink@student.org,Prof. Quincy
375,Architecture,Dana Cyan,dana.cyan@university.edu,Prof. Frank
441,Chemistry,Rita Magenta,rita.magenta@student.org,Prof. Mona
508,Music,Frank Purple,frank.purple@email.com,Prof. Dana
491,History,Jack Azure,jack.azure@university.edu,Prof. Grace
294,Architecture,Ivy Magenta,ivy.magenta@university.edu,Prof. Grace
101,Music,Mona Violet,mona.violet@student.org,Prof. Grace
420,Statistics,Charlie Davis,charlie.davis@student.org,Prof. Paul
496,Physics,Liam Blue,liam.blue@university.edu,Prof. Nick
366,English,Paul Beige,paul.beige@email.com,Prof. Rita
245,Statistics,Paul Yellow,paul.yellow@email.com,Prof. Bob
466,Statistics,Eve Johnson,eve.johnson@email.com,Prof. Olivia
429,Psychology,Frank Pink,frank.pink@email.com,Prof. Charlie
445,Architecture,Liam Violet,liam.violet@email.com,Prof. Paul
493,Geography,Hank Red,hank.red@email.com,Prof. Eve
170,Music,Mona Green,mona.green@university.edu,Prof. Jack
171,Architecture,Nick Azure,nick.azure@student.org,Prof. Kelly
527,Physics,Olivia Davis,olivia.davis@student.org,Prof. Charlie
563,Architecture,Mona White,mona.white@student.org,Prof. Nick
492,Statistics,Mona Magenta,mona.magenta@university.edu,Prof. Paul
541,Computer Science,Alice Orange,alice.orange@email.com,Prof. Dana
319,Geography,Mona Magenta,mona.magenta@email.com,Prof. Olivia
573,History,Sam Teal,sam.teal@student.org,Prof. Sam
178,Biology,Rita Davis,rita.davis@email.com,Prof. Ivy
470,Economics,Tina Cyan,tina.cyan@email.com,Prof. Ivy
199,Chemistry,Paul Cyan,paul.cyan@student.org,Prof. Olivia
390,Engineering,Jack Yellow,jack.yellow@email.com,Prof. Tina
548,Music,Eve Red,eve.red@email.com,Prof. Quincy
485,Sociology,Ivy Black,ivy.black@student.org,Prof. Olivia
443,English,Olivia Purple,olivia.purple@university.edu,Prof. Grace
371,Statistics,Nick Red,nick.red@student.org,Prof. Liam
127,Chemistry,Grace Blue,grace.blue@university.edu,Prof. Liam
185,Music,Jack Brown,jack.brown@email.com,Prof. Grace
271,Economics,Liam Cyan,liam.cyan@university.edu,Prof. Tina
231,Architecture,Frank White,frank.white@student.org,Prof. Jack
528,Geography,Kelly White,kelly.white@university.edu,Prof. Nick
375,Chemistry,Rita Azure,rita.azure@email.com,Prof. Frank
127,Economics,Mona Brown,mona.brown@university.edu,Prof. Charlie
411,Architecture,Mona Black,mona.black@student.org,Prof. Nick
385,Chemistry,Charlie Orange,charlie.orange@university.edu,Prof. Quincy
287,Physics,Dana Black,dana.black@university.edu,Prof. Nick
339,Geography,Mona Violet,mona.violet@university.edu,Prof. Olivia
312,Economics,Paul Beige,paul.beige@student.org,Prof. Alice
546,Political Science,Tina Orange,tina.orange@university.edu,Prof. Jack
374,Architecture,Dana Brown,dana.brown@university.edu,Prof. Dana
453,Political Science,Kelly Blue,kelly.blue@student.org,Prof. Rita
150,Anthropology,Nick Johnson,nick.johnson@university.edu,Prof. Grace
172,Political Science,Paul Indigo,paul.indigo@email.com,Prof. Olivia
567,Music,Rita Purple,rita.purple@email.com,Prof. Quincy
